emo	val	name	sentence
worried	-1.0	sample_00002914	要不做的话那桃子将来绝对没有好果子吃
neutral	-0.5	sample_00006852	就是你不再逃避了那一切才会
sad	-1.5	sample_00001355	嗯现在有机会了有机会实现你梦想了
surprise	-0.5	sample_00005114	好我也季平
sad	-2.0	sample_00004326	预言家那我们就不用再见面了如果是亲家
sad	-2.0	sample_00006524	我实在是没办法了这日子都要过
worried	-0.5	sample_00006143	妹妹啊不是支撑每个月都给你生活费吗你干吗要那么辛苦工作
happy	2.25	sample_00006627	我准备给小新一个惊喜什么
sad	-4.25	sample_00000096	所以我现在也没有办法说服自己再回到他们家一想到我爸苦苦婆心地劝我说要跟他好好过他们还这样说我爸我真的
worried	0.0	sample_00006194	有空的我们就只吃喝喝聊聊天喝喝茶一直到老好吗千万不要说那种奇奇怪怪
happy	2.0	sample_00005067	我从头发丝到脚受的尖都嚷嚷着想要亲她想要
sad	-3.25	sample_00005681	回国这么长的时间我问过你那么多次你有那么多机会告诉我你为什么不说呢
angry	-2.0	sample_00003429	我越反击他越来劲你信不信本来一开始呢我就以为他就闹闹小脾气你就算了哪知道他跟我来这一出啊我已经想好了反正呢我已经把拉黑了他爱闹就闹闹了他消停
happy	1.25	sample_00004720	大姨您能宽宏大量
happy	1.0	sample_00003677	怎么增加安保措施啊给每个大夫
angry	-1.25	sample_00004972	好了我被利用了你也被利用
neutral	-0.5	sample_00003396	无所谓反正他拿的工资都是你的年终奖
worried	-1.75	sample_00001884	就我奶奶那饭量我还能吃上肉吗更别说海鲜了
neutral	-0.25	sample_00001997	但是现在就让我们两个人确定关系我觉得我还没有做好思想准备
angry	-2.25	sample_00001681	不是你跟着他干什么呀你
neutral	0.5	sample_00003095	你怎么没想着再找个伴呢
worried	-0.25	sample_00003133	你跟沈大夫的事其实呢我都已经过去了真的就是你高兴我就高
surprise	-1.25	sample_00000549	你是说渠道上临时改变主意把货都铺回去了
neutral	0.0	sample_00000144	是威杉矶猛灵感的女儿相处七年了大家都说
happy	1.5	sample_00000141	这倒是啊
angry	-1.5	sample_00001412	为什么我一定得会啊我要是学会了我也不做给你吃
neutral	0.75	sample_00003600	既然这样我就需要下面的子公司全力地支持
surprise	3.0	sample_00004348	你真的
neutral	-0.25	sample_00002222	虽然活发制人都可以最重要的是你自己想清楚
happy	1.5	sample_00000206	女儿要带男朋友来见我我给她爸
happy	2.0	sample_00003196	我刚才就想到了一个特别好的吧
worried	-2.0	sample_00000033	你明知道龙州队的队员现在都还是群菜鸟
neutral	0.25	sample_00005014	他会有爱心人士来探望大家所以要求明天每个人的着装要干净
neutral	0.25	sample_00001741	这还用问吗我知道他们是交往了十年的恋人了我最近我听说
angry	-2.25	sample_00005022	你什么意思啊
angry	-3.25	sample_00006897	想得脏还是你做
sad	-2.25	sample_00006958	只是我影想通了我觉得我跟林杰了其早就已经
worried	-1.75	sample_00003801	樊姐跟人喝醉成那样回来又哭
angry	-3.25	sample_00003164	我不是你儿子念我念我你不是孙纳说我
neutral	0.0	sample_00004681	今天早上刚给我发的短信说他今天要搬
sad	-1.25	sample_00005826	已经很多年都没有联系了
surprise	-0.5	sample_00006769	高
surprise	-0.5	sample_00003210	对门的那个帅哥是我哥怎么会有这么奇葩的事情发生在我身上太离谱了
surprise	0.5	sample_00000525	
worried	0.0	sample_00006486	那他肯定该难受了我看得出来他那么依
neutral	-0.25	sample_00002171	房子太贵我买不起
neutral	0.25	sample_00002019	得嘞就这么着
angry	-3.0	sample_00004829	你原来不找吧人家觉得你眼光高你挑现在看来不是眼光的问题呀
happy	1.5	sample_00004287	客户的航班提前了如果你今天不走的话
worried	-2.0	sample_00003927	打不通不会真出事了吧
neutral	0.75	sample_00003325	据说他的上一任呢还是个台湾的摄影师
worried	0.0	sample_00004857	他们俩吧就像两个重感冒的人他会互相传染
happy	1.0	sample_00006880	我是中国人本土的
angry	-2.75	sample_00000198	爸如果你再不说实话的话我只能跟院领导打报告取消你的学习资格
sad	-3.0	sample_00005168	每天我实在受不
angry	-2.0	sample_00002220	你去追呀你坐在这里跟自己较什么劲
neutral	0.0	sample_00004556	基本上都是他的钱还的
sad	-3.0	sample_00003219	就指出我的不好
worried	-0.75	sample_00006503	可是从你嘴里喊出来怎么就
neutral	0.5	sample_00004166	就这么小打一圈电话下来
neutral	-0.75	sample_00000474	洪先生文章上香当阴谋但在处理问题时感情胜过理智也许女人都是如此
happy	2.5	sample_00002683	咱俩是同事啊又是男人
worried	-0.25	sample_00005958	这一步嘛我要不把它卖好我走着不放心
angry	-1.25	sample_00001755	我们说王建国你什么都没带这傻了吧没劲做了吧
surprise	-1.25	sample_00001373	二十万不是那你们课没有什么减免方案优惠
neutral	1.25	sample_00004156	我对不起对不起我最近事太多了我真是给忘了给你添麻
neutral	-1.0	sample_00001666	对我要跟你说这项链的事我翻过他抽屉了
happy	2.0	sample_00002830	单桌都已经准备好了
neutral	-0.25	sample_00000226	也不会在乎
neutral	-0.75	sample_00006766	他要一个人离开上海
surprise	-0.75	sample_00000669	你们这么看着我干吗呀就是一女的就得和我有点什么
angry	-2.25	sample_00005028	我的事不用你操心他伤害了我那他也别
neutral	0.25	sample_00005885	好啊怎么也没见你对我的事情这么伤心
angry	-1.75	sample_00002361	不过以前不是就是王祖蓝要么就是你
worried	-1.0	sample_00006553	为什么陈放有关吧
happy	2.25	sample_00006602	
angry	-2.5	sample_00002112	你就作吧你说你跟一个长辈跟个老太婆你有什么好斤斤
worried	0.0	sample_00004810	行了你别渗着了赶紧回去
happy	1.5	sample_00004322	高飞哥你还没起床啊不好意思吵到你了电视台给我们打电话
angry	-3.25	sample_00000753	您为什么不放两个蛋啊你是不是觉得我没有资格吃两个蛋啊我以前做泡面都是放两个蛋好吗而且都是茶叶蛋
neutral	-0.75	sample_00002232	我觉得古新一个人挺不容易的
happy	1.25	sample_00001860	春儿你干
angry	-1.5	sample_00005412	就这几句话
happy	2.25	sample_00004847	换回护照那不更是锦上添花吗
angry	-0.25	sample_00006678	你给不给面子啊
neutral	1.25	sample_00003240	我不瞒你我看咱们环球地理第一本杂志这话说是在十三四年前了
neutral	-0.75	sample_00000961	嗯对行
happy	1.0	sample_00004286	如果喜欢我送的话我以后每天都送
neutral	0.5	sample_00003085	现在当然以后更是我愿意做出的一些隐忍跟妥协都是因为
angry	-2.75	sample_00005652	出租车司机尿急非要上
angry	-2.5	sample_00006748	好好我的感受我很开心我很高兴我很高
angry	-2.0	sample_00000936	他是你爷爷那个小混
sad	-1.75	sample_00001596	结果他过了我被举签了
neutral	0.0	sample_00001818	想要什么答案就给他什么答
neutral	0.0	sample_00006586	一定要让他们再看报告的那些人跟着
neutral	-0.75	sample_00000577	你们没关
sad	-2.5	sample_00005505	我就是受不了自己少了一条
neutral	0.5	sample_00002119	因为它那个奥运公园旁边不是有个湖嘛我到时候呢可以跟它骑骑自行车
neutral	-0.25	sample_00000999	最让我难过的是你不快乐
happy	1.5	sample_00003120	房哥找我啊有事要跟我说呀
angry	-3.0	sample_00000617	考试前让你请家长来
sad	-2.25	sample_00000203	他是我爸的大姑奶奶一辈子没结婚
angry	-2.25	sample_00003486	你要不占我车位
worried	-0.5	sample_00003995	嗯猜不猜的倒也无所谓关键是欧阳现在好像
neutral	0.0	sample_00002393	谢谢安总的信任
surprise	-0.25	sample_00004670	
sad	-3.75	sample_00004384	他一直觉得我不是一个孝顺的儿子其实我真的很想我爸我也很想我妈
neutral	-0.75	sample_00006851	我说什么来着这女儿大了人家自己我
happy	1.25	sample_00001539	所有的好的队员都到我们恒
neutral	0.5	sample_00002860	并不是因为我害怕我胆子小
sad	-1.5	sample_00006747	但是妈就跟你说一句话啊
neutral	0.0	sample_00005386	好
happy	2.25	sample_00005673	我以为被小偷偷走了呢
worried	-0.75	sample_00000706	我呢不仅不会去我得警告你一声那天不要闹事啊
angry	-2.25	sample_00000365	你让我相信你我相信了
angry	-2.5	sample_00001601	你马上跟他断绝关系以后这种事永远不许再发生
happy	2.5	sample_00006635	我也这么认为的
angry	-2.75	sample_00001173	平时他一回来就都不一样
angry	-1.25	sample_00005696	爸爸我事怎么办呀你公司家大业大你留个
neutral	0.0	sample_00002331	我刚看她年轻时候照片
happy	1.0	sample_00000568	没事了现在不疼了我今儿为了迎接你来化了个妆
happy	2.25	sample_00006804	哈哈
angry	-0.25	sample_00004819	还通报嘉奖你就等着吧
neutral	0.0	sample_00001813	您为什么要学英语啊
worried	-0.25	sample_00002413	我想往家澳门走一趟
neutral	0.75	sample_00003430	这个地方的老板是我一个好朋友所以很
worried	-1.5	sample_00004312	要手术好像也是有一定风险的再灌注损伤是不是
worried	-1.5	sample_00006196	最后一次可可能就是他失踪那个晚上
angry	-2.5	sample_00001811	你毁我
neutral	0.0	sample_00000087	它的成本是多少你的公司的你是运作呀在那些老将眼里那都
worried	-0.75	sample_00003407	我去你家找你对不起是非得已我希望你给我一个解释的机会
sad	-3.25	sample_00005975	但知道咱妹妹出事了他平时好好的不来遛话就是来电话什么意思他不就是还想看咱们笑话吗
angry	-2.0	sample_00004919	出这么一个孩子来以为我一定会
neutral	0.75	sample_00004167	哎
neutral	0.25	sample_00006756	咱们从小事做起
neutral	0.25	sample_00002433	现在他的钱已经要回来了他想拜托我们
sad	-3.25	sample_00004142	昨天他突然告诉我
angry	-2.0	sample_00003648	你们愿意接触不接
angry	-2.5	sample_00000493	全玩刮裂枣没一个能看上眼的
angry	-3.5	sample_00001442	节目的小说去我和爸妈开饭店去总之我就不想当个倒霉医生
worried	-1.5	sample_00003081	怎么会呢
sad	-2.5	sample_00005309	我爱你我我真的不能没有你真的宝贝如果如果在必要的时候哪怕我付出生命我都愿意真的老婆我爱你真的行行那我明天在家等你
sad	-1.5	sample_00002518	倘若他在的话一定会支持我的
neutral	-1.0	sample_00000582	
angry	-1.75	sample_00001769	这这
angry	-2.0	sample_00005548	其实这样着说话不腰疼啊谁家踏上这么个玩意
neutral	0.0	sample_00000777	对呀
angry	-1.0	sample_00001389	说现在女生都有病
neutral	0.5	sample_00000468	爬你别在那儿干了出来到我餐厅打工
angry	-1.25	sample_00001320	会爆发你自己说吧你今天到底问什么旗票问题把你们家孙建才
neutral	0.0	sample_00005465	纠缠于那些办公室斗争
happy	1.25	sample_00002877	没准一会儿咱们神勇的队长会不会一进门说
neutral	0.25	sample_00003118	小曲嘴巴虽然是很坏可是这次还真帮对了
worried	0.0	sample_00004402	朱云把孩子都扔下跑了你没点不
neutral	-1.5	sample_00006561	比男人狠
worried	-1.75	sample_00004182	你早晨要上早班你你晚上早点回来呀你
angry	-2.0	sample_00003367	我就胡闹了你不是老说我胆小怕犯错误吗我就犯一次错误
angry	-1.5	sample_00000602	我还没有说完
neutral	-1.75	sample_00000731	你让一个混蛋去评价另一个人是不是混蛋你觉得这事靠谱吗
neutral	0.0	sample_00000842	结果再看看有什么甜点艾斯之类的好啊你帮我配些两人份
sad	-1.5	sample_00003139	去啊我想你刚好想
happy	1.0	sample_00001274	今天我新搬过来以后我们就是邻居了
neutral	-0.5	sample_00002474	也是他的口头禅就是
neutral	0.0	sample_00002046	他们怎么在一起的
angry	-3.0	sample_00006121	我不去
worried	-2.0	sample_00005219	你现在过去只会让家属的情绪更加失控甚至全部迁怒
sad	-3.25	sample_00004125	对不起
happy	1.75	sample_00001383	曾经像我一样迷失过的朋友希望他们早一点找到自我
sad	-3.0	sample_00001557	我爸妈吵架了
sad	-0.25	sample_00004918	这样不看着家人这样不看着往事谢谢你还来不及
angry	-4.5	sample_00006862	开什么开
neutral	1.25	sample_00006847	好工作还怕找不到吗是不是
happy	0.25	sample_00001948	听说
happy	2.5	sample_00001175	好这里东西还挺好吃的好像我吃得比你
sad	-1.75	sample_00001003	那我呢
happy	1.5	sample_00000603	特别特别地存在他对你呢有着特别特别的
neutral	0.0	sample_00005308	我爹说家里来了客叫我回来挑水
neutral	0.5	sample_00004586	道长以前是不是
sad	-1.75	sample_00004292	就在那段时间里我丢失了自己的热情
neutral	0.75	sample_00002028	这是我们自己做的月饼
neutral	0.25	sample_00005680	价儿我果然你
neutral	1.0	sample_00002174	不要放糖
angry	-1.75	sample_00001404	但是你也不能这样啊是的你是不能拿李兰英怎么办但是这事发生之后你立马跟我说一声也好
neutral	0.25	sample_00006535	你不就是想找个女朋友带回家给父母看看表表孝心吗漂亮一点不好吗
happy	2.0	sample_00003662	这多么的有分量是多么
worried	-0.25	sample_00003388	牛牛听说你在外面受了不少的
happy	1.5	sample_00006551	彼此彼此
worried	-2.0	sample_00004669	他的红包是我硬塞给他的而且后来他
neutral	-0.25	sample_00003788	我上午刚给他打过电话他说
angry	-2.75	sample_00004017	过过稿啊就这
angry	-2.5	sample_00003398	我们就是这么杀我们就是这么在乎人的生死如果不是这样你早就死了
happy	1.0	sample_00001021	我叫巴拉有空到算了酒吧听我唱歌我请客
worried	-0.25	sample_00006746	女孩子干急诊有很多具体的困难面对这种紧急事件你虽然没说什么但说心里话
neutral	-0.5	sample_00004415	负责的病人临时出了问题就只好跟哥们一起来喽对了我跟赵医生好的事可千万别
neutral	-1.0	sample_00003857	我打岔填高了你不换身衣
angry	-2.25	sample_00001808	那警察你
sad	-1.25	sample_00003941	我根本就没有自信我害怕被拒
worried	-0.75	sample_00006067	我感谢你帮我警我但是有句话我要说在
angry	-2.5	sample_00006822	你怎么能带他来纽约呢
worried	0.0	sample_00004037	对了美食周刊的记者团什么时候到
sad	-2.0	sample_00005281	求求你放过我们
happy	1.25	sample_00000305	好好
happy	1.75	sample_00004554	你记不记得有一个美食评论家还
angry	0.5	sample_00006343	来商量什么呀又换了别人早就高兴
angry	-3.25	sample_00001978	我看你这几天就不对劲你吃醋
happy	1.5	sample_00004044	把一辈子旗袍了最看重的就是
neutral	-1.5	sample_00000915	我每人家猜我就猜火吧反正我
neutral	-2.25	sample_00001480	就算我让你娶意大利以你的条件也未必签得下来啊
happy	1.25	sample_00000278	不客气好饿我们还是叫外卖
angry	-1.75	sample_00001731	就算您罢免了我我也不需
happy	1.5	sample_00005537	这人一杯奶茶再来一盒婷婷圈
angry	-3.75	sample_00005672	非让你从爱情片直接演成恐怖片你不觉得你自己的样子很恐怖
neutral	0.0	sample_00003647	如果可以自己出去租房子的话我可以为你负担一部分房租
angry	-0.25	sample_00000573	是啊对啊
happy	2.75	sample_00001556	蔡老师起了假现在艺考但是很低
angry	-2.5	sample_00003525	你千辛万苦这么跟着我
neutral	0.25	sample_00003620	不好意思啊这外卖
angry	-2.5	sample_00005911	按照规定我在允许的时间范围内进行装修请问我错在呢
worried	-0.75	sample_00006184	您要回去当大教授了还能参加我的婚礼吗
neutral	-1.5	sample_00002427	是管你你要是不回家总得跟我说一声吧省
worried	-2.25	sample_00004952	你也不能跟他提
neutral	0.0	sample_00002493	对对对对
sad	-1.0	sample_00000659	我请问你也别太自责了还不是因为我岁数太大了
neutral	0.0	sample_00001940	是这样的啊我吧我从小我就教育我们桃子
happy	1.0	sample_00002311	但是在这里我必须要向在座所有人坦白
sad	-2.5	sample_00000619	我们俩在一起十二年了在我跟你提出离婚的时候
sad	-1.25	sample_00000592	那他打算怎么办
worried	0.25	sample_00002694	确定但是我觉得呀这个跟他当选这个平面模
worried	-0.5	sample_00000067	怎么了不过还是因为
sad	-2.25	sample_00004751	我这一直在我身上
happy	3.25	sample_00001642	太谢谢飞哥了
neutral	-1.75	sample_00003691	太低估了你自己尽管那位魏先生也还算是一个不
neutral	-0.25	sample_00006753	女孩子嘛都要面子的你就别太计较了
sad	-3.0	sample_00000887	来挺大
neutral	-0.5	sample_00000036	对了这周末不加班我跟卫卫准备去泰山看看我弟弟
happy	0.5	sample_00003363	对外界来讲也是非常热的这么一支球队
happy	3.0	sample_00005629	父母去了耗得了极大
neutral	0.0	sample_00002574	于我来说我就想找一个合适的人有一段踏踏实实的情感如果真的合适了就会成为家
sad	-0.5	sample_00005352	别提他也别问我任何事我需要工作
happy	2.0	sample_00006092	你承认我是你爹了
happy	2.5	sample_00003753	我昨天去找他了然后耍了一点小花招
angry	-1.25	sample_00002132	我去拍照片去我拍动物我拍人
happy	2.5	sample_00003205	可以啊你不是有那个孙建才吗
angry	-3.5	sample_00006051	你别瞎说
neutral	-0.5	sample_00003137	那他那定金他也不要了
angry	-2.5	sample_00000693	你要跪下来求你吗
neutral	0.5	sample_00005786	这点我是清楚的但之所以所有的女孩愿意跟我在一起
angry	-1.75	sample_00001440	害怕了你终于不再演
angry	-1.75	sample_00001774	天里没鬼你嚷嚷什么呀心里没鬼
angry	-2.75	sample_00005646	你们那点三脚猫的功夫我还看不上呢
angry	-1.5	sample_00006209	尼泊尔怎么了
worried	-0.75	sample_00001844	看来小凡在楼下喝醉了趴在石头上哭现在想来真的是有问题
neutral	0.5	sample_00005176	我虽然不认识彭海但是我很感谢他
neutral	-0.75	sample_00003162	钟志勇麻烦你
angry	-1.5	sample_00006885	我装傻了大手笔呀一刷就是二十万你对得起光
happy	1.0	sample_00000574	昨天晚上我在戚老师家
happy	2.25	sample_00002490	来见见你的新领导和你的新战
angry	-4.0	sample_00000296	我想跟你说什么呀我想说你太没有人性了秦招妹哪点对不起你为了你那破五百万差不点连命都丢了跟我来到新加坡你就这么对她
worried	-1.25	sample_00003062	但是我也想不到什么解决的办法二十多年的时间怎么补偿都回来
neutral	0.0	sample_00001565	
angry	-3.75	sample_00000648	别再给我说感觉
angry	-2.25	sample_00002200	睁开你的小眼睛看看
surprise	-1.5	sample_00000424	儿子你刚才说什么小男
happy	1.5	sample_00004545	喂小强
sad	-2.25	sample_00003038	自从得了病连门都不让我进
neutral	0.25	sample_00006233	不过现在我突然觉得你跟我妹一样嘛你呢也会
sad	-2.0	sample_00006777	这个断媳妇啊
angry	-3.0	sample_00002437	我们全家没有一个人同意
happy	2.5	sample_00000316	如果我们卫卫给我添个孙女
worried	-0.75	sample_00004663	这么霸道啊你要是让我杀人放火
angry	-2.5	sample_00002339	我们请你想你也得替我们想一想啊
neutral	1.75	sample_00001872	我那天也看上了你们家是你说了算咱商量商量能不能让那个刘静和她
neutral	0.25	sample_00002597	我想和他在一起
neutral	0.25	sample_00001710	
worried	-0.75	sample_00006457	别别别您可千万别来看我我可不想让别人看见我是朋克垢
happy	2.5	sample_00002114	啊昨天你喝多了你秃噜我一身
neutral	0.0	sample_00000674	官我这边准备下班了
worried	0.0	sample_00006543	那不我跟你说无论发生什么事情你千万不要生气
happy	2.0	sample_00006867	见外了我们可是正处着呢其实我觉得我们往这方向发展一下也不是不
sad	-3.5	sample_00001660	他就一个劲地哭
surprise	-0.25	sample_00004412	私立医院社区医院这邹雨梦的条件不应该呀你怎么不劝劝
angry	-2.5	sample_00005609	就能做媳妇了
neutral	0.0	sample_00002791	还带着一点点圆
angry	-1.75	sample_00004357	关键你年幼无知我今天不跟
worried	0.0	sample_00004370	我睡了你的房间
angry	-2.75	sample_00000297	怎么着老子早晚让你滚蛋
worried	0.0	sample_00006165	凤凤不好意思啊这么晚打扰你我想问你啊我今天看完那个文件呀看完了我不知道随手哪
worried	-1.5	sample_00003974	伤了不少了
angry	-3.75	sample_00002889	我失恋关你什么事
neutral	1.0	sample_00003838	嗯来来来以给我汇报汇报今天你都做了
angry	-1.25	sample_00003298	
happy	2.0	sample_00000709	嗯嗯
neutral	0.25	sample_00006448	基于求成自然就亮出底牌了到那个时候他们再跟
angry	-3.25	sample_00002187	有事你去跟我的秘书预约一下我是什么呀我就是一个摆设
happy	1.25	sample_00003111	你算是好吧
neutral	0.0	sample_00006101	面临调查的时候我国公民有义务
worried	0.0	sample_00004062	好这样你再去仔细查一下他的身份
happy	2.5	sample_00003863	俩字儿特好
neutral	0.25	sample_00005808	老师你眼睛不好地准备收山了还专门为我做一些这我哪适用
worried	-1.25	sample_00002439	但是我就我一直想问问这个
neutral	0.0	sample_00003380	很威严
neutral	0.0	sample_00002723	罗老师通知我回学校排练个节目
neutral	-1.5	sample_00005951	别老跟我说这样的话
neutral	0.0	sample_00001701	我袁浩个人觉得还不
happy	2.0	sample_00000686	行喝就喝你把地址发我
happy	3.25	sample_00006481	我应该叫你的义名
happy	2.25	sample_00003672	诶不一定
neutral	-0.25	sample_00006123	唉所以啊就得把这个生日宴给给搞得圆满一些
neutral	0.0	sample_00001933	我想拿回家
happy	2.25	sample_00004095	一锤定音
neutral	-0.75	sample_00006926	一个服装编辑服编助理都是
neutral	-0.5	sample_00002803	
angry	-1.75	sample_00000858	你要是结婚愿意跟谁结婚就跟谁结婚
neutral	-0.5	sample_00005700	女人最保险的就是打电主意依靠自己
angry	-1.75	sample_00003301	你听见没有
angry	-2.0	sample_00004932	朱杰伦我知道我不会我就会尝这个狗
neutral	0.0	sample_00005881	你就这么看着我
happy	-0.5	sample_00000425	现在我才知道什么才是对的人
sad	-1.5	sample_00005709	对了行了沈大夫谢谢你跟我这么说你先去忙
surprise	-3.75	sample_00000106	方师傅你要干什么
happy	2.75	sample_00004405	哥你要跟我聊会天啊
neutral	1.25	sample_00006669	在爱你的人眼里你的过去是弥足
angry	-4.0	sample_00000831	那没错是吗没错那我告诉你你就是错了
angry	-3.5	sample_00002925	关你什么事啊我想干吗就干吗
angry	-4.25	sample_00002759	负责小学报兴趣班高中选文理科高考填志愿表大事小事哪件事情不是你替我决定的你都替我一辈子吗
sad	-1.25	sample_00003982	还真不是好
sad	-3.0	sample_00004722	我现在心里堵得慌我能跟你聊
angry	-3.5	sample_00005360	铁军什么七可逆问题弄成现在这个样子
worried	-2.5	sample_00006114	妈你说的我都明白可是我这心里老放
worried	-0.75	sample_00003529	可作为朋友我真的不想你这么逼在心里面你需要说话你需要把你心里想的都说出
neutral	0.25	sample_00001078	这个生意是怎么才能做大呀
surprise	1.25	sample_00001517	阿康真
angry	-1.75	sample_00004846	让我帮着店里老客人挂号我这还没当上医生呢就想走后
happy	1.0	sample_00006682	是这样的
angry	-1.25	sample_00001742	那公司临时有急事他就来不了吗
angry	-2.5	sample_00004723	你一定要找只替罪羊啊你们这种
neutral	0.5	sample_00006371	那我告诉你没有价钱
happy	3.0	sample_00000385	很酷吧
worried	-0.25	sample_00003948	婚礼没问题啊但这女主人公有了男主人公呢要让她自己唱独角戏
angry	-3.0	sample_00006566	那天就知道看股票要再这样下去我只能换人
sad	-2.0	sample_00005775	道荣这群女人爱跟你当年
happy	2.5	sample_00000605	哦特别喜欢
happy	1.75	sample_00006112	放心肯定穿正装就怕穿不出老气呢谢啦不愧是包总
happy	0.0	sample_00002785	
neutral	0.0	sample_00002766	同时也能够把幸福
worried	0.0	sample_00003112	那等我回家简千万别一个人不高兴啊不是
happy	2.0	sample_00000634	我准备做一个连续剧到什么时候就告诉他们我在北京结婚了了了他们的心愿他们就不担心我了
sad	-2.0	sample_00005134	在结果没出来之前我怎么可以让妈知道
surprise	1.0	sample_00005846	崔板身上到了太深了什么礼物
worried	0.0	sample_00002667	你是说路远的事啊
neutral	0.5	sample_00005504	爸你想不想干点什么事你爹高看你一
happy	1.25	sample_00003701	阿姨好
neutral	-0.5	sample_00003370	你最美的时候惹了大麻烦我很内疚
angry	-1.0	sample_00002343	你要真有诚意啊你就拿出点实际行动来弥补
angry	-3.5	sample_00000388	我没觉得我自己有多稀罕我就弄不明白了你为什
angry	-1.75	sample_00004425	天上掉啊我告诉你这样既然都那么浪费盒饭以后改
neutral	0.25	sample_00001715	我以前啊老是等了别让我去做什
worried	-2.0	sample_00006836	你最近为什么怪怪的是不是有什么事情啊我们不是说好彼此没有任何秘密什么事情都要一起
neutral	0.0	sample_00003349	如果没有什么问题
happy	2.5	sample_00001453	看看真是母女连心什么事都想着
happy	1.75	sample_00006724	因为我已经找到我人生中恋爱的目标了野
neutral	-0.75	sample_00001410	肖虹就在中华全国文艺界抗敌协会的这个驻地住下了一个孕妇每天就在地铺上躺着那至于说他端木为什么先走他却留下他没再说
neutral	0.25	sample_00001676	唉呀我觉得那个人肯定当年就是天桥的好手
happy	2.0	sample_00003125	你看这
neutral	0.0	sample_00001295	帮我吧我呀给他联系几家媒体把他这个事啊给他宣传宣策
neutral	0.5	sample_00001604	那样旁若无人的流眼泪
happy	1.75	sample_00005985	阿姨
surprise	-2.25	sample_00001452	五百太高了
neutral	0.5	sample_00000295	嗯说实话我很羡慕曲筱绡这种
angry	-2.75	sample_00003631	为什么不能先试验一下
neutral	0.0	sample_00000200	我能
angry	-3.75	sample_00002693	你以为你是谁呀你没事吧
neutral	1.0	sample_00003231	这里厨子我也就能功成
sad	-0.75	sample_00001812	今天早上我出门的时候我还犹豫了可见到魏国强之后我突然就不
angry	-1.5	sample_00006139	什么不要啊
neutral	0.25	sample_00003782	你天冷
neutral	-0.5	sample_00000908	那只能怪你长得太漂亮
angry	-3.0	sample_00000588	怎么着你还觉得我名字好像吗
worried	0.5	sample_00005126	让你想起来姐在太平洋这头照
happy	2.25	sample_00006620	没关系小常睡了吗
surprise	0.5	sample_00003816	啊
worried	-2.25	sample_00002216	我是怕他出来以后报复我们所以我才每次
surprise	0.0	sample_00000940	然后他小的时候做的板凳还在
happy	2.5	sample_00001904	行行行行行这心意啊
angry	-3.5	sample_00001722	是让你去调查沈青川可我让你通过正规渠道去了解病人的病情谁让你在背后者瞎推里瞎
happy	1.75	sample_00005507	
angry	-1.75	sample_00002550	你是给自己找媳妇呢对你冷对儿子热
neutral	0.25	sample_00005667	哦我
neutral	0.75	sample_00001590	给你拿回去就能用上往干净面前一跪赶紧求在他老人家原谅
neutral	-0.5	sample_00006021	我就认为你长得就是比曲筱绡好
neutral	-1.0	sample_00003891	等你抢了金店
happy	1.75	sample_00000499	我们不是说好的你刚怀孕去台湾清静下
neutral	1.25	sample_00002157	我今天能够提前下班要不要接上小关
angry	-2.0	sample_00006129	你也太没良心了吧今儿什么日子你知道吗
happy	2.5	sample_00004891	陈老师我今天晚上就
surprise	-2.25	sample_00003360	什么你还在家里呀
neutral	0.5	sample_00001254	你跟魏兄啊我一眼就能看出来
happy	3.5	sample_00002367	天哪我不敢再坐那个沙发了
angry	-3.5	sample_00000530	我乐意
sad	-1.75	sample_00003623	喂云雷他知道傻叫没了
neutral	-0.5	sample_00005542	赶紧的时候没有耽误自己的
angry	-2.0	sample_00004546	
sad	-3.25	sample_00000760	我记道上次离开老家在火车上我刚工作受了点委屈我一个人躲在卫生间里一边拽着纸一边捂着嘴哭我爸妈给我打的血我一分不差的打给房东在天转账单的时候我哭了我爸给我发了条短信他说女儿啊你钱收到了吗
surprise	-0.5	sample_00001950	那江总您这大费周折的这不是有点引狼入室了吗
neutral	-0.25	sample_00000695	我是该叫你庄严的
happy	1.5	sample_00001783	不行了吧是吧
neutral	-1.0	sample_00001177	如果对方再有进一步的举动我会申请法律
sad	-4.5	sample_00000523	他再也回不来了你们
neutral	-0.75	sample_00000969	这我就不知道了可能每个人的想法不一样吧
angry	-2.5	sample_00003451	别提这事你说我就生气这不吗我说不让他伤害那个破班时建
worried	-1.5	sample_00004688	那你那干净怎么办呀我还想帮你们
angry	-1.75	sample_00003187	他误会了我你说你这个货你闯得还不够大吗你不应该做
happy	1.75	sample_00002559	八千块一级
neutral	0.0	sample_00000710	你们喜欢英语吗
happy	1.5	sample_00000329	这个人吧还挺对我路子
angry	-3.75	sample_00002498	我这死那他也不能把我的亲砸成
sad	-3.75	sample_00003053	并不是说过你爱我的吗
sad	-1.25	sample_00002217	我一点都没有遮遮掩掩想要分手我就说分手了我没有跟他
sad	-2.25	sample_00004417	真不知道程医生我真的很对不起
neutral	0.0	sample_00006666	每一次回到台湾就玩命地锻炼身体
happy	2.0	sample_00002088	我说呢我说我侄子和侄儿媳妇肯定不会是
neutral	0.0	sample_00003361	哦行啊
angry	-4.0	sample_00004484	又引发另一场官司没有引发另一场纠纷
neutral	1.25	sample_00003609	阿伟一
